tournament_id,team_id,division_id,seed
151,834,131,11
151,835,131,12
151,836,131,13
151,837,131,14
151,838,131,15
151,839,131,16
151,840,131,17
151,841,131,18
151,842,131,19
151,843,131,20
151,844,131,21
151,845,131,22
151,846,131,23
151,847,130,1
151,848,130,2
151,849,130,3
151,850,130,4
151,851,130,5
151,852,130,6
151,853,130,7
151,854,130,8
151,855,130,9
151,856,130,10
151,857,130,11
151,858,130,12
151,859,130,13
152,860,,1
152,861,,
152,862,,3
152,863,,
149,864,132,
149,865,132,
149,866,132,
149,867,132,
149,868,132,
149,869,132,
149,870,132,
149,871,132,
156,872,,
158,873,,
158,874,,
160,875,,12
161,876,138,1
161,877,138,2
161,878,138,3
161,879,138,4
161,880,138,5
161,881,138,6
161,882,138,7
161,883,138,8
161,884,138,9
161,885,138,10
162,888,139,
162,889,139,
162,890,139,
162,891,139,
162,892,139,
162,893,139,
162,894,139,
162,895,139,
162,896,139,
162,897,139,
162,898,139,
162,899,139,
165,900,,
165,901,,
165,902,,
165,903,,
165,904,,
165,905,,
165,906,,
165,907,,
165,908,,
165,909,,
165,910,,
165,911,,
165,912,,
165,913,,
165,914,,
165,915,,
165,916,,
165,917,,
165,918,,
165,919,,
165,920,,
165,921,,
165,922,,
165,923,,
165,924,,
165,925,,
165,926,,
165,927,,
165,928,,
165,929,,
165,930,,
165,931,,
165,932,,
165,933,,
165,934,,
165,935,,
165,936,,
165,937,,
165,938,,
165,939,,
165,940,,
165,941,,
165,942,,
165,943,,
168,944,,1
171,945,142,10
172,946,,
172,947,,
172,948,,
172,949,,
172,950,,
172,951,,
172,952,,
172,953,,
172,954,,
172,955,,
172,956,,
172,957,,
173,969,145,1
173,970,145,2
173,971,145,3
173,972,145,4
173,973,145,5
173,974,145,6
173,975,145,7
173,976,145,8
173,977,145,9
173,978,145,10
173,979,145,11
173,980,145,12
171,1002,142,9
171,1003,142,11
171,1004,142,3
171,1005,142,7
171,1006,142,1
171,1007,142,2
171,1008,142,5
171,1009,142,12
171,1010,142,14
171,1011,142,13
171,1012,142,6
171,1013,142,15
171,1014,142,8
171,1015,142,4
176,1017,,
177,1026,181,
177,1027,181,
177,1028,181,
177,1029,181,
177,1030,181,
177,1031,181,
177,1032,181,
177,1033,181,
179,1034,184,1
179,1035,184,12
179,1036,184,6
179,1037,184,3
179,1038,184,8
179,1039,184,10
179,1040,184,5
179,1041,184,2
179,1042,184,4
179,1043,184,9
179,1044,184,11
179,1045,184,7
180,1048,,2
180,1049,,3
180,1050,,4
180,1051,,5
180,1052,,6
180,1053,,7
180,1054,,8
180,1055,,9
180,1056,,10
180,1057,,1
186,1079,190,1
186,1080,190,2
186,1081,190,3
186,1082,190,4
186,1083,190,5
186,1084,190,6
186,1085,190,7
186,1086,190,8
186,1087,190,9
186,1088,190,10
186,1089,190,11
186,1090,190,12
186,1091,191,1
186,1092,191,2
186,1093,191,3
186,1094,191,4
186,1095,191,5
186,1096,192,1
186,1097,192,2
186,1098,192,3
186,1099,192,4
186,1100,192,5
186,1101,192,6
189,1102,,1
188,1103,194,1
188,1104,194,2
188,1105,194,3
188,1106,194,4
188,1107,194,5
188,1108,194,6
188,1109,193,3
188,1110,193,6
188,1111,193,7
188,1112,193,9
188,1113,193,2
188,1114,193,5
188,1115,193,8
188,1116,193,11
188,1117,193,4
188,1118,193,1
188,1119,193,10
190,1120,197,1
190,1121,197,3
190,1122,197,6
190,1123,197,7
190,1124,197,10
190,1125,197,2
190,1126,197,4
190,1127,197,5
190,1128,197,8
190,1129,197,9
190,1130,199,1
190,1131,199,3
190,1132,199,6
190,1133,199,7
190,1134,199,10
190,1135,199,2
190,1136,199,4
190,1137,199,5
190,1138,199,8
190,1139,199,9
190,1140,199,11
190,1141,198,1
190,1142,198,2
190,1143,198,3
190,1144,198,4
190,1145,198,5
190,1146,198,6
190,1147,198,7
190,1148,195,1
190,1149,195,2
190,1150,195,3
190,1151,195,4
190,1152,196,1
190,1153,196,2
190,1154,196,3
190,1155,196,4
193,1164,201,1
193,1165,201,2
193,1166,201,3
193,1167,201,4
193,1168,201,5
193,1169,201,6
193,1170,201,7
193,1171,201,8
194,1172,,
194,1173,,
194,1174,,
194,1175,,
196,1176,203,
196,1177,203,
196,1178,203,
196,1179,203,
196,1180,203,
196,1181,203,
196,1182,203,
196,1183,203,
196,1184,203,
196,1185,203,
199,1186,,
199,1187,,
199,1188,,
199,1189,,
199,1190,,
199,1191,,
199,1192,,
199,1193,,
199,1194,,
199,1195,,
199,1196,,
199,1197,,
201,1198,,
201,1199,,
201,1200,,
201,1201,,
201,1202,,
201,1203,,
202,1204,,
203,1205,208,2
203,1206,208,5
203,1207,208,1
203,1208,208,9
203,1209,208,8
203,1210,208,3
203,1211,208,6
203,1212,208,11
203,1213,208,10
203,1214,208,7
203,1247,208,4
203,1248,208,12
206,1249,211,3
206,1250,211,3
206,1251,211,3
206,1252,211,3
206,1253,211,3
206,1254,211,3
207,1255,212,
207,1256,212,
207,1257,212,
207,1258,212,
207,1259,212,
207,1260,212,
207,1261,212,
209,1263,213,1
209,1264,213,2
209,1265,213,3
209,1266,213,4
209,1267,213,5
209,1268,213,6
209,1269,213,7
209,1270,213,8
209,1271,213,9
209,1272,213,10
209,1273,213,11
209,1274,213,12
209,1275,213,13
209,1276,213,14
209,1277,213,15
209,1278,213,16
209,1279,213,17
209,1280,213,18
209,1281,213,19
209,1282,213,20
212,1283,,1
212,1284,,2
212,1285,,3
212,1286,,4
212,1287,,5
212,1288,,6
212,1289,,14
212,1290,,7
212,1291,,8
212,1292,,9
212,1293,,10
212,1294,,11
212,1295,,12
212,1296,,13
212,1297,,15
212,1298,,16
214,1299,,
214,1300,,
214,1301,,
214,1302,,
214,1303,,
